po_id,line_number,product_id,quantity,unit_cost,gst_rate,line_total,gst_amount,line_grand_total
PO-335794,3,P015,93,95072.31,28,8841724.83,2475682.9524000003,11317407.7824
PO-834946,1,P013,212,1142.11,18,242127.32,43582.91759999999,285710.2376
PO-834946,2,P026,113,246.66,18,27872.58,5017.064399999999,32889.6444
PO-834946,3,P028,104,1678.91,18,174606.64,31429.1952,206035.83520000003
PO-834946,4,P026,137,199.85,18,27379.45,4928.301,32307.751
PO-834946,5,P005,23,6941.96,28,159665.08,44706.2224,204371.3024
PO-834946,6,P005,143,6108.03,28,873448.2899999999,244565.5212,1118013.8112
PO-834946,7,P024,206,7107.6,28,1464165.6,409966.3680000001,1874131.968
PO-834946,8,P004,78,26857.09,28,2094853.02,586558.8456000001,2681411.8656
PO-834946,9,P011,204,22107.38,28,4509905.5200000005,1262773.5456000003,5772679.0656
PO-494220,1,P027,87,364.7,18,31728.9,5711.201999999999,37440.102
PO-494220,2,P022,277,10279.22,28,2847343.94,797256.3032000001,3644600.2432
PO-494220,3,P012,225,2163.08,28,486693.0,136274.04,622967.04
PO-494220,4,P020,147,851.12,18,125114.64,22520.6352,147635.2752
PO-494220,5,P012,214,1510.2,28,323182.8,90491.184,413673.984
PO-709137,1,P027,270,421.26,18,113740.2,20473.236,134213.436
PO-709137,2,P004,81,31734.47,28,2570492.0700000003,719737.7796000001,3290229.8496000003
PO-709137,3,P017,61,363.98,18,22202.78,3996.5004,26199.280400000003
PO-341939,1,P028,198,1634.85,18,323700.3,58266.054,381966.354
PO-341939,2,P017,290,384.43,18,111484.7,20067.246,131551.946
PO-341939,3,P016,266,9131.22,18,2428904.52,437202.8136,2866107.3336
PO-341939,4,P009,78,9586.28,28,747729.8400000001,209364.35520000005,957094.1952000002
PO-341939,5,P021,257,41318.68,28,10618900.76,2973292.2128000003,13592192.9728
PO-341939,6,P025,95,6313.75,18,599806.25,107965.125,707771.375
PO-341939,7,P016,108,7367.28,18,795666.24,143219.9232,938886.1632
PO-341939,8,P021,285,35555.14,28,10133214.9,2837300.1720000003,12970515.072
PO-341939,9,P022,121,10658.25,28,1289648.25,361101.51,1650749.76
PO-341939,10,P006,59,8921.38,28,526361.4199999999,147381.19759999998,673742.6175999999
PO-341939,11,P002,288,449.4,18,129427.2,23296.896,152724.096
PO-908623,1,P008,295,480.67,18,141797.65,25523.577,167321.22699999998
PO-908623,2,P008,104,383.77,18,39912.08,7184.1744,47096.254400000005
PO-908623,3,P011,242,22615.57,28,5472967.94,1532431.0232,7005398.963199999
PO-908623,4,P018,191,9465.43,28,1807897.13,506211.1964000001,2314108.3264
PO-908623,5,P001,171,16280.25,28,2783922.75,779498.3700000001,3563421.12
PO-908623,6,P009,184,12190.47,28,2243046.48,628053.0144000001,2871099.4944
PO-338935,1,P005,122,5504.89,28,671596.5800000001,188047.04240000003,859643.6224000001
PO-338935,2,P007,95,1082.17,18,102806.15,18505.107,121311.257
PO-338935,3,P026,228,186.65,18,42556.2,7660.116000000001,50216.316000000006
PO-338935,4,P008,242,475.96,18,115182.32,20732.8176,135915.1376
PO-928717,1,P020,88,1029.3,18,90578.4,16304.112,106882.512
PO-928717,2,P024,139,8919.24,28,1239774.36,347136.8208,1586911.1807999995
PO-928717,3,P011,192,21426.63,28,4113912.96,1151895.6288,5265808.5888
PO-928717,4,P010,261,21804.52,28,5690979.72,1593474.3216,7284454.0416
PO-928717,5,P015,254,89639.05,28,22768318.7,6375129.2360000005,29143447.936
PO-124043,1,P014,37,51364.13,28,1900472.81,532132.3868,2432605.1968
PO-124043,2,P018,252,9081.13,28,2288444.76,640764.5328,2929209.2928
PO-124043,3,P019,50,26045.77,28,1302288.5,364640.78,1666929.28
PO-124043,4,P017,231,363.16,18,83889.96,15100.1928,98990.1528
PO-124043,5,P012,241,1965.47,28,473678.27,132629.9156,606308.1856
PO-124043,6,P018,171,8807.85,28,1506142.35,421719.85800000007,1927862.208
PO-124043,7,P002,74,596.66,18,44152.84,7947.511199999999,52100.3512
PO-124043,8,P028,184,1693.57,18,311616.88,56091.0384,367707.9184
PO-124043,9,P027,198,367.22,18,72709.56000000001,13087.7208,85797.28080000001
PO-409171,1,P027,198,426.29,18,84405.42,15192.9756,99598.3956
PO-409171,2,P030,196,13420.5,28,2630418.0,736517.04,3366935.04
PO-409171,3,P019,112,35070.59,28,3927906.08,1099813.7024,5027719.7824
PO-409171,4,P005,104,6871.52,28,714638.0800000001,200098.66240000003,914736.7424
PO-409171,5,P023,207,8551.67,28,1770195.69,495654.7932,2265850.4832
PO-409171,6,P016,114,6237.78,18,711106.9199999999,127999.24559999998,839106.1656
PO-409171,7,P002,25,472.52,18,11813.0,2126.34,13939.34
PO-409171,8,P006,92,8515.91,28,783463.72,219369.8416,1002833.5616
PO-409171,9,P012,132,1627.62,28,214845.84,60156.8352,275002.6752
PO-409171,10,P010,101,29622.27,28,2991849.27,837717.7956000001,3829567.0656
PO-293665,1,P024,109,7235.85,28,788707.65,220838.142,1009545.792
PO-293665,2,P018,95,9361.8,28,889370.9999999999,249023.88,1138394.88
PO-293665,3,P023,206,8956.22,28,1844981.32,516594.7696,2361576.0896
PO-293665,4,P019,251,24509.29,28,6151831.79,1722512.9012000002,7874344.6912
PO-293665,5,P027,164,292.76,18,48012.64,8642.2752,56654.9152
PO-623109,1,P025,273,5112.36,18,1395674.2799999998,251221.3704,1646895.6503999997
PO-623109,2,P022,199,12914.54,28,2569993.46,719598.1688000001,3289591.6288
PO-623109,3,P005,284,5130.1,28,1456948.4,407945.5520000001,1864893.9520000005
PO-623109,4,P001,121,19714.1,28,2385406.1,667913.708,3053319.808
PO-623109,5,P022,20,11644.8,28,232896.0,65210.880000000005,298106.88
PO-623109,6,P026,32,225.2,18,7206.4,1297.1519999999998,8503.552
PO-623109,7,P023,249,10709.84,28,2666750.16,746690.0448000001,3413440.2048000004
PO-623109,8,P018,160,9538.6,28,1526176.0,427329.28,1953505.28
PO-623109,9,P022,50,10985.73,28,549286.5,153800.22,703086.72
PO-623109,10,P003,67,1027.47,18,68840.49,12391.2882,81231.7782
PO-846758,1,P017,57,395.98,18,22570.86,4062.7548,26633.6148
PO-846758,2,P011,150,18811.19,28,2821678.5,790069.9800000001,3611748.48
PO-846758,3,P026,278,221.0,18,61438.0,11058.84,72496.84
PO-846758,4,P008,269,429.59,18,115559.71,20800.7478,136360.45779999995
PO-846758,5,P010,251,28985.95,28,7275473.45,2037132.5660000003,9312606.016
PO-846758,6,P024,62,7299.95,28,452596.9,126727.132,579324.032
PO-318205,1,P003,210,1079.92,18,226783.2,40820.976,267604.17600000004
PO-318205,2,P028,238,2006.74,18,477604.12,85968.7416,563572.8616
PO-318205,3,P010,93,21754.42,28,2023161.06,566485.0968,2589646.1568
PO-318205,4,P022,162,14881.7,28,2410835.4,675033.912,3085869.312
PO-318205,5,P008,278,432.37,18,120198.86,21635.7948,141834.6548
PO-318205,6,P004,108,26112.0,28,2820096.0,789626.8800000001,3609722.88
PO-318205,7,P029,62,2779.46,18,172326.52,31018.7736,203345.2936
PO-318205,8,P016,258,8261.95,18,2131583.1,383684.958,2515268.058
PO-318205,9,P009,187,11584.14,28,2166234.18,606545.5704,2772779.7504
PO-884712,1,P021,195,32315.13,28,6301450.350000001,1764406.0980000002,8065856.448000001
PO-884712,2,P010,270,21106.79,28,5698833.3,1595673.324,7294506.624
PO-884712,3,P029,126,2811.47,18,354245.22,63764.1396,418009.3596
PO-884712,4,P022,63,14845.51,28,935267.13,261874.7964,1197141.9264
PO-884712,5,P008,139,483.2,18,67164.8,12089.664,79254.464
PO-485392,1,P004,240,35600.39,28,8544093.6,2392346.208,10936439.808
PO-485392,2,P017,264,430.81,18,113733.84,20472.0912,134205.9312
PO-485392,3,P027,160,380.65,18,60904.0,10962.72,71866.72
PO-485392,4,P029,215,3452.29,18,742242.35,133603.623,875845.973
PO-405823,1,P019,170,33995.06,28,5779160.199999999,1618164.856,7397325.055999999
PO-405823,2,P017,125,430.77,18,53846.25,9692.325,63538.575
PO-405823,3,P020,75,1014.41,18,76080.75,13694.535,89775.285
PO-405823,4,P006,57,8818.99,28,502682.43,140751.0804,643433.5104
PO-405823,5,P010,155,30314.58,28,4698759.9,1315652.772,6014412.672
PO-405823,6,P014,182,50957.46,28,9274257.72,2596792.1616,11871049.8816
PO-405823,7,P026,299,236.01,18,70566.98999999999,12702.058199999998,83269.04819999999
PO-405823,8,P015,47,74863.3,28,3518575.1,985201.0280000002,4503776.1280000005
PO-405823,9,P010,182,27728.43,28,5046574.26,1413040.7928000002,6459615.0528
PO-405823,10,P007,198,935.95,18,185318.1,33357.258,218675.358
PO-405823,11,P010,42,26492.89,28,1112701.38,311556.3864,1424257.7663999998
PO-504755,1,P011,51,22572.65,28,1151205.15,322337.4420000001,1473542.5920000002
PO-504755,2,P005,143,6621.75,28,946910.25,265134.87000000005,1212045.12
PO-504755,3,P016,59,7589.53,18,447782.27,80600.80859999999,528383.0785999999
PO-504755,4,P020,249,719.04,18,179040.96,32227.3728,211268.3328
PO-132356,1,P013,86,1228.82,18,105678.52,19022.1336,124700.6536
PO-132356,2,P027,243,305.99,18,74355.57,13384.002600000002,87739.57260000001
PO-132356,3,P008,53,384.28,18,20366.84,3666.0312,24032.8712
PO-132356,4,P005,122,7396.12,28,902326.64,252651.45920000004,1154978.0992
PO-132356,5,P010,247,28083.43,28,6936607.21,1942250.0188,8878857.2288
PO-132356,6,P025,60,5938.49,18,356309.4,64135.69199999999,420445.092
PO-132356,7,P029,74,2707.11,18,200326.14,36058.7052,236384.8452
PO-231186,1,P025,253,4750.61,18,1201904.3299999998,216342.7794,1418247.1093999995
PO-231186,2,P014,178,60573.13,28,10782017.14,3018964.7992,13800981.9392
PO-231186,3,P021,114,31944.77,28,3641703.78,1019677.0584000002,4661380.838400001
PO-231186,4,P025,97,4960.15,18,481134.55,86604.219,567738.769
PO-231186,5,P017,63,392.67,18,24738.210000000003,4452.8778,29191.0878
PO-863705,1,P027,51,425.72,18,21711.72,3908.1096,25619.8296
PO-496930,1,P006,130,7049.16,28,916390.8,256589.424,1172980.224
PO-496930,2,P012,255,1626.01,28,414632.55,116097.114,530729.664
PO-496930,3,P021,118,36909.51,28,4355322.180000001,1219490.2104000002,5574812.390400001
PO-496930,4,P028,109,1797.2,18,195894.8,35261.064,231155.864
PO-496930,5,P020,298,941.43,18,280546.14,50498.3052,331044.4452
PO-496930,6,P016,46,9159.77,18,421349.42,75842.8956,497192.3156
PO-496930,7,P021,294,28940.42,28,8508483.479999999,2382375.3744,10890858.854399998
PO-496930,8,P005,73,5841.0,28,426393.0,119390.04,545783.04
PO-496930,9,P004,241,30475.3,28,7344547.3,2056473.244,9401020.544
PO-496930,10,P011,21,24137.89,28,506895.69,141930.7932,648826.4832
PO-496930,11,P025,246,6140.71,18,1510614.66,271910.6388,1782525.2988
PO-496930,12,P016,262,6419.31,18,1681859.2200000002,302734.6596,1984593.8796
PO-614627,1,P028,156,1403.08,18,218880.48,39398.4864,258278.9664
PO-614627,2,P005,155,6647.57,28,1030373.35,288504.538,1318877.888
PO-614627,3,P029,135,3470.1,18,468463.5,84323.43,552786.9299999999
PO-243668,1,P019,49,32458.84,28,1590483.16,445335.2848,2035818.4448
PO-243668,2,P017,257,465.0,18,119505.0,21510.9,141015.9
PO-243668,3,P002,152,579.17,18,88033.84,15846.0912,103879.9312
PO-243668,4,P022,278,12172.36,28,3383916.08,947496.5024,4331412.5824
PO-243668,5,P015,54,92833.83,28,5013026.82,1403647.5096000002,6416674.329600001
PO-243668,6,P007,199,1262.36,18,251209.64,45217.7352,296427.3752
PO-243668,7,P026,34,251.65,18,8556.1,1540.098,10096.198
PO-982907,1,P007,269,1224.25,18,329323.25,59278.185,388601.435
PO-982907,2,P008,207,503.33,18,104189.31,18754.0758,122943.3858
PO-796561,1,P023,250,10946.25,28,2736562.5,766237.5000000001,3502800.0
PO-796561,2,P014,70,66573.16,28,4660121.2,1304833.9360000002,5964955.136
PO-796561,3,P020,27,872.45,18,23556.15,4240.107,27796.257
PO-796561,4,P008,90,397.56,18,35780.4,6440.472,42220.872
PO-796561,5,P012,30,1967.39,28,59021.7,16526.076000000005,75547.77600000001
PO-796561,6,P023,98,10549.98,28,1033898.04,289491.4512,1323389.4912
PO-796561,7,P007,115,976.35,18,112280.25,20210.445,132490.695
PO-796561,8,P018,266,7156.89,28,1903732.74,533045.1672,2436777.9072
PO-920900,1,P009,267,9358.45,28,2498706.1500000004,699637.7220000002,3198343.8720000004
PO-920900,2,P015,61,84079.71,28,5128862.3100000005,1436081.4468000005,6564943.756800001
PO-920900,3,P003,300,1048.79,18,314637.0,56634.66,371271.66
PO-920900,4,P026,59,253.56,18,14960.04,2692.8072,17652.8472
PO-920900,5,P028,300,1563.67,18,469101.0,84438.18,553539.1799999999
PO-336963,1,P022,63,14643.85,28,922562.55,258317.514,1180880.064
PO-336963,2,P012,204,2044.96,28,417171.84,116808.1152,533979.9552000001
PO-336963,3,P021,271,40623.86,28,11009066.06,3082538.4968000003,14091604.5568
PO-336963,4,P016,109,8264.48,18,900828.32,162149.09759999998,1062977.4175999998
PO-336963,5,P010,157,29408.94,28,4617203.58,1292817.0024,5910020.5824
PO-336963,6,P004,165,26008.69,28,4291433.85,1201601.478,5493035.328
PO-336963,7,P021,37,29536.81,28,1092861.97,306001.3516,1398863.3216
PO-336963,8,P006,124,8494.75,28,1053349.0,294937.72000000003,1348286.72
PO-336963,9,P030,269,16419.21,28,4416767.49,1236694.8972000002,5653462.387200001
PO-112261,1,P011,37,18631.14,28,689352.1799999999,193018.6104,882370.7903999999
PO-112261,2,P008,31,386.36,18,11977.16,2155.8888,14133.0488
PO-112261,3,P022,75,11076.04,28,830703.0000000001,232596.84000000003,1063299.84
PO-112261,4,P005,293,5126.26,28,1501994.1800000002,420558.3704000001,1922552.5504000003
PO-112261,5,P020,47,991.28,18,46590.16,8386.228799999999,54976.38879999999
PO-112261,6,P003,133,921.41,18,122547.53,22058.5554,144606.08539999998
PO-863438,1,P023,112,11015.7,28,1233758.4,345452.3520000001,1579210.7520000003
PO-863438,2,P027,133,296.66,18,39455.780000000006,7102.040400000001,46557.8204
PO-863438,3,P027,262,331.6,18,86879.20000000001,15638.256,102517.456
PO-863438,4,P017,149,326.02,18,48576.98,8743.856399999999,57320.83639999999
PO-863438,5,P020,202,905.34,18,182878.68,32918.1624,215796.8424
PO-863438,6,P011,206,23258.52,28,4791255.12,1341551.4336,6132806.5536
PO-863438,7,P009,248,10159.34,28,2519516.32,705464.5696,3224980.8896
PO-863438,8,P012,237,1916.73,28,454265.01,127194.2028,581459.2128
PO-863438,9,P005,281,5419.73,28,1522944.13,426424.3564,1949368.4864
PO-825717,1,P003,248,795.83,18,197365.84,35525.8512,232891.6912
PO-825717,2,P015,107,99037.92,28,10597057.44,2967176.0832,13564233.5232
PO-825717,3,P014,85,50743.47,28,4313194.95,1207694.586,5520889.536
PO-825717,4,P022,161,14185.75,28,2283905.75,639493.6100000001,2923399.3600000003
PO-825717,5,P024,55,6264.88,28,344568.4,96479.15200000002,441047.552
PO-825717,6,P023,119,11350.08,28,1350659.52,378184.66560000007,1728844.1856
PO-825717,7,P029,231,3114.17,18,719373.27,129487.1886,848860.4586
PO-825717,8,P004,129,34906.55,28,4502944.95,1260824.586,5763769.536
PO-825717,9,P027,97,402.79,18,39070.630000000005,7032.713400000001,46103.343400000005
PO-825717,10,P018,196,9229.89,28,1809058.44,506536.3632,2315594.8032
PO-825717,11,P001,189,18036.41,28,3408881.49,954486.8172,4363368.3072
PO-825717,12,P008,300,369.14,18,110742.0,19933.56,130675.56
PO-476858,1,P024,52,8792.71,28,457220.9199999999,128021.8576,585242.7775999999
PO-476858,2,P021,215,39719.37,28,8539664.55,2391106.0740000005,10930770.624000002
PO-476858,3,P005,194,6231.8,28,1208969.2,338511.37600000005,1547480.576
PO-476858,4,P004,63,26621.56,28,1677158.28,469604.3184000001,2146762.5984
PO-476858,5,P007,164,992.27,18,162732.28,29291.8104,192024.0904
PO-476858,6,P016,185,6592.83,18,1219673.55,219541.239,1439214.789
PO-476858,7,P020,253,819.15,18,207244.95,37304.09099999999,244549.041
PO-476858,8,P010,141,31078.95,28,4382131.95,1226996.9460000002,5609128.896000001
PO-476858,9,P009,242,9675.95,28,2341579.9000000004,655642.3720000002,2997222.272000001
PO-476858,10,P021,210,41351.0,28,8683710.0,2431438.8000000003,11115148.8
PO-476858,11,P012,24,2061.43,28,49474.31999999999,13852.8096,63327.12959999999
PO-859259,1,P024,76,8819.63,28,670291.8799999999,187681.7264,857973.6063999999
PO-859259,2,P029,229,2952.8,18,676191.2000000001,121714.416,797905.616
PO-859259,3,P003,30,1022.51,18,30675.3,5521.554,36196.854
PO-859259,4,P018,134,9178.22,28,1229881.48,344366.81440000003,1574248.2944
PO-736545,1,P015,259,89357.23,28,23143522.57,6480186.319600001,29623708.8896
